title,price,excerpt,images,categories,tags,type,visibility,status,description
Menta,2000,Contenido: 25 gramos,menta.jpeg,Deshidratados>Infusiones|Productos Elaborados,,simple,featured,draft,
Ortiga,2000,Contenido: 25 gramos,ortiga.jpeg,Deshidratados>Infusiones|Productos Elaborados,,simple,featured,publish,
Llantén,2000,Contenido: 25 gramos,llanten.jpeg,Deshidratados>Infusiones|Productos Elaborados,,simple,featured,publish,
Diente de León,2000,Contenido: 15 gramos,diente-de-leon.jpeg,Deshidratados>Infusiones|Productos Elaborados,,simple,featured,publish,Infusión ENERGIZANTE. Combinación de hierbas secadas al calor del sol y mezcladas en las proporciones necesarias para facilitarte una buena jornada.
Burrito,2000,Contenido: 15 gramos,burrito.jpeg,Deshidratados>Infusiones|Productos Elaborados,,simple,featured,publish,Infusión ENERGIZANTE. Combinación de hierbas secadas al calor del sol y mezcladas en las proporciones necesarias para facilitarte una buena jornada.
Infusión del Buen Dormir,2000,"Contenido: 25 gramos

(melisa, salvia, lechuga, manzana)",infusion-del-buen-dormir.jpeg,Deshidratados>Infusiones|Productos Elaborados,,simple,featured,draft,
Provenzal,2000,Contenido: 10 gramos,provenzal.jpeg,Deshidratados>Condimentos|Productos Elaborados,,simple,featured,unpublish,
Romero,2000,Contenido: 10 gramos,romero.jpeg,Deshidratados>Condimentos|Productos Elaborados,,simple,featured,publish,
Tomillo,2000,Contenido: 10 gramos,tomillo.jpeg,Deshidratados>Condimentos|Productos Elaborados,,simple,featured,publish,
MANZANA a la Menta,2000,Contenido: 360 cc (500 gr aprox),manzana-a-la-menta.jpeg,Productos Elaborados>Conservas de Frutas,,simple,featured|outofstock,draft,"De esto hablamos cuando afirmamos que JANUS Proyecto Rural Integrador te regala una verdadera ""Experiencia Biodinámica"". Manzanas biodinámicas var. Granny Smith, cosechadas con la madurez adecuada, En la cocina se acondicionan apropiadamente y se preparan sin secretos. El resultado te sorprenderá. Productos sanos como ningún otro. Probalas y comentanos tu experiencia.

Envasamos artesanalmente los excedentes de nuestra producción estacional. Todas los envases de vidrio se estabilizan por pasteurización. Absolutamente natural, sin agregar conservantes ni sustancias estabilizadoras. Una vez abierto conservar en heladera y consumir en una semana.

Por cualquier comentario sobre la condición del producto, por favor referirnos al número de identificación en la tapa para cotejar con los datos que tenemos de cada partida envasada. Todo comentario nos ayuda a mejorar. ¡Gracias!

&nbsp;"
Ají  Molido,2000,Contenido: 10 gramos,aji-molido.jpeg,Deshidratados>Condimentos|Productos Elaborados,,simple,featured|outofstock,draft,"Muy gustoso, picantoso, aromatizado y colorido Experimente un sabor tan único como natural. Una pizquita es más que suficiente para sentir el sabor de lo diferente. Mantener en un envase hermético."
Morrón en aceite 200cc,3000,Contenido: 200 cc,morron-en-aceite-200cc.jpeg,Productos Elaborados>Conservas de Hortalizas,aceite,simple,featured,unpublish,"Combinamos verduras biodinámicas cosechadas cuando nos lo pide la huerta. En la cocina se acondicionan apropiadamente  y se preparan sin secretos. El resultado te sorprenderá. Productos frescos y sanos como ningún otro. Para consumir fríos con nuestros Grisines crocantes, pan fresco o recién tostado. Probalos y comentanos tu experiencia.

Envasamos artesanalmente los excedentes de nuestra producción estacional. Todas los envases de vidrio se estabilizan por pasteurización. Absolutamente natural, sin agregar conservantes ni sustancias estabilizadoras. Una vez abierto conservar en heladera y consumir en una semana o dos."
Hinojo,2000,Contenido: 20 gramos,hinojo.jpeg,Deshidratados>Condimentos|Productos Elaborados,,simple,featured,unpublish,"Muy gustoso, picantoso, aromatizado y colorido Experimente un sabor tan único como natural. Una pizquita es más que suficiente para sentir el sabor de lo diferente. Mantener en un envase hermético."
Melisa,2000,Contenido: 15 gramos,melisa.jpeg,Deshidratados>Infusiones|Productos Elaborados,,simple,featured|outofstock,draft,
Nueces enteras (Villa Valentina),960,Contenido: 1 kilogramo,nueces-enteras-villa-valentina.jpeg,Productos Frescos>Frutos y Flores,,simple,featured|outofstock,draft,"Con agrado presentamos otro producto asociado a nuestro Almacén Janus. Confiamos en estas nueces de Villa Valentina (Cipolletti), probadamente Agroecológicas y artesanales, por la dedicación de la famila Zurita De Matteis Lechner."
Cola de Caballo,2000,Contenido: 30 gramos,cola-de-caballo.jpeg,Deshidratados>Infusiones|Productos Elaborados,,simple,featured,publish,
Semillas de Zapallo,2000,Contenido: 55 gramos,semillas-de-zapallo.jpeg,Deshidratados>Verduras,,simple,featured,draft,Semillas de zapallo secadas al calor de sol. Muy gustosas. Experimente un sabor tan único como natural. Mantener en un envase hermético.
CAÑA con ruda (Botellita),384,Contenido: 230 cc,cana-con-ruda-botellita.jpeg,Productos Elaborados>Jugos y Bebidas>alcóholicas,,simple,featured,draft,"Este año continuamos el impulso que tomamos el año pasado y seguimos aprovechando la ruda que desde siempre habita la chacra. En la cocina se la trabajaron con entusiasmo preparando sin secretos este homenaje a la Madre tierra que nos alimenta todo el año sin pedirnos nada a cambio. El resultado te sorprenderá. Probala y comentanos tu experiencia. De esto hablamos cuando afirmamos que JANUS Proyecto Rural Integrador te regala una verdadera ""Experiencia Biodinámica"".

<strong>Aclaración necesaria: </strong>Esta coqueta botellita de vidrio con tapa coroña nos la regaló una Famila Asociada. Tiene el tamaño ideal como para acompañarte todo el año en un rinconcito secreto de tu casa. Siempre tendrás motivos para agradecer y fortalecerse."
Calendario Biodinámico 2021 (Desplegable),420,Calendario Biodinámico 2021. Lámina desplegable,calendario-biodinamico-2021-desplegable.jpeg,Esenciales,,simple,featured,draft,"Ingenioso formato para llegar a quienes se interesen en la Agricultura Biodinámica, ya sea para conocerla o practicarla en sus actividades de consumo familiar o comunitarias. Muy necesaria para acompañarte día a día al transitar tu sendero  agroecológico."
Jugo de MANZANA,7000,Contenido: 1.000 cc,jugo-de-manzana.jpeg,Productos Elaborados>Jugos y Bebidas,,simple,featured,publish,"Sin prensado ni filtrado ni exprimido, hacemos nuestros jugos por el proceso más natural posible, en una <em><strong>olla juguera por arrastre de vapor</strong></em>; igualita a la de la abuela, que usa el calor y el vapor como fuente de extracción del jugo, aunque esta juguera es de acero inoxidable y con mayor capacidad, para ""sacarle el jugo"" a todas nuestras frutas de verano. De esto hablamos cuando afirmamos que <em><strong>JANUS Proyecto Rural Integrador</strong></em> te regala una verdadera ""Experiencia Biodinámica"". <em><strong>Manzanas Red Delicious Biodinámica</strong></em>s (la verdadera ""Manzana Deliciosa) de añosos arboles y cosechadas con la madurez adecuada, En la cocina se acondicionan apropiadamente y se preparan sin secretos. El resultado te sorprenderá. Productos sanos como ningún otro. Probá estos jugos y comentanos tu experiencia.

Envasamos artesanalmente los excedentes de nuestra producción estacional que ofrecemos en fresco en nuestros tradicionales Bolsones. Todos los envases de vidrio se estabilizan por pasteurización. Absolutamente natural, sin conservantes ni sustancias estabilizadoras. Una vez abierto conservar en heladera y consumir en una semana.

Por cualquier comentario sobre la condición del producto, por favor referirnos al número de identificación en la tapa para cotejar con los datos que tenemos de cada partida envasada. Todo sugerencia nos ayuda a mejorar. ¡Gracias!

&nbsp;"
Jugo de CIRUELA + UVA,7000,Contenido: 1.000 cc,jugo-de-ciruela-uva.jpeg,Productos Elaborados>Jugos y Bebidas,,simple,featured,draft,"Justo equilibrio entre la acidez de las ciruelas y dulzor de nuestras uvas. Sin prensado ni filtrado ni exprimido, hacemos nuestros jugos por el proceso más natural posible, en una olla juguera por arrastre de vapor; igualita a la de la abuela, que usa el calor y el vapor como fuente de extracción del jugo, aunque de acero inoxidable y con mayor capacidad, para ""sacarle el jugo"" a todas nuestras frutas de verano.

De esto hablamos cuando afirmamos que JANUS Proyecto Rural Integrador te regala una verdadera ""Experiencia Biodinámica"". Ciruelas biodinámicas de 2 productores amigos, cosechadas con la madurez adecuada, En la cocina se acondicionan apropiadamente y se preparan sin secretos. El resultado te sorprenderá. Productos sanos como ningún otro. Probá estos jugos y comentanos tu experiencia.

Envasamos artesanalmente los excedentes de nuestra producción estacional. Todas los envases de vidrio se estabilizan por pasteurización. Absolutamente natural, sin conservantes ni sustancias estabilizadoras. Una vez abierto conservar en heladera y consumir en una semana.

Por cualquier comentario sobre la condición del producto, por favor referirnos al número de identificación en la tapa para cotejar con los datos que tenemos de cada partida envasada. Todo comentario nos ayuda a mejorar. ¡Gracias!

&nbsp;"
Jugo de MANZANA + UVA,7000,Contenido: 1.000 cc,jugo-de-manzana-uva.jpeg,Productos Elaborados>Jugos y Bebidas,,simple,featured,publish,"Sin prensado ni filtrado ni exprimido, hacemos nuestros jugos por el proceso más natural posible, en una <em><strong>olla juguera por arrastre de vapor</strong></em>; igualita a la de la abuela, que usa el calor y el vapor como fuente de extracción del jugo, aunque esta juguera es de acero inoxidable y con mayor capacidad, para ""sacarle el jugo"" a todas nuestras frutas de verano. De esto hablamos cuando afirmamos que <em><strong>JANUS Proyecto Rural Integrador</strong></em> te regala una verdadera ""Experiencia Biodinámica"". <em><strong>Manzanas Red Delicious Biodinámica</strong></em>s (la verdadera ""Manzana Deliciosa) de añosos arboles y cosechadas con la madurez adecuada, En la cocina se acondicionan apropiadamente y se preparan sin secretos. El resultado te sorprenderá. Productos sanos como ningún otro. Probá estos jugos y comentanos tu experiencia.

Envasamos artesanalmente los excedentes de nuestra producción estacional que ofrecemos en fresco en nuestros tradicionales Bolsones. Todos los envases de vidrio se estabilizan por pasteurización. Absolutamente natural, sin conservantes ni sustancias estabilizadoras. Una vez abierto conservar en heladera y consumir en una semana.

Por cualquier comentario sobre la condición del producto, por favor referirnos al número de identificación en la tapa para cotejar con los datos que tenemos de cada partida envasada. Todo sugerencia nos ayuda a mejorar. ¡Gracias!

&nbsp;"
Jugo de UVA,7000,Contenido: 1.000 cc,jugo-de-uva.jpeg,Productos Elaborados>Jugos y Bebidas,,simple,featured,publish,"Sin prensado ni filtrado ni exprimido, hacemos nuestros jugos por el proceso más natural posible, en una olla juguera por arrastre de vapor; igualita a la de la abuela, que usa el calor y el vapor como fuente de extracción del jugo, aunque de acero inoxidable y con mayor capacidad, para ""sacarle el jugo"" a todas nuestras frutas de verano.

De esto hablamos cuando afirmamos que JANUS Proyecto Rural Integrador te regala una verdadera ""Experiencia Biodinámica"". Ciruelas biodinámicas de 2 productores amigos, cosechadas con la madurez adecuada, En la cocina se acondicionan apropiadamente y se preparan sin secretos. El resultado te sorprenderá. Productos sanos como ningún otro. Probá estos jugos y comentanos tu experiencia.

Envasamos artesanalmente los excedentes de nuestra producción estacional. Todas los envases de vidrio se estabilizan por pasteurización. Absolutamente natural, sin conservantes ni sustancias estabilizadoras. Una vez abierto conservar en heladera y consumir en una semana.

Por cualquier comentario sobre la condición del producto, por favor referirnos al número de identificación en la tapa para cotejar con los datos que tenemos de cada partida envasada. Todo comentario nos ayuda a mejorar. ¡Gracias!

&nbsp;"
ELEGí sentirte bien,20000,"""Una medicina que despierta en tu interior""

Dr. Luis María Delupi

256 pág. 2019",elegi-sentirte-bien.jpeg,Esenciales,,simple,featured,publish,"<p class=""p1""><span class=""s1"">Estamos felices por incorporar <strong>Elegí sentirte bien</strong> como el primer producto en la categoría <strong>Esenciales</strong> del Almacén Janus. Su autor, el Dr. Luis María Delupi reside en la ciudad de Centenario, Provincia de Neuquén y es reconocido en el país como médico promotor de la Salud y la Alimentación Natural. </span></p>
<p class=""p1""><span class=""s1"">Este libro, de lectura recomendada para todo consumidor responsable, propone un equilibrio para nuestras vidas, considerando atender esas necesidades vitales e irrenunciables de nuestro Ser. I</span><span class=""s1"">ncluye un completo AUTO-TEST para que puedas reconocer de manera sencilla aquellas acciones que te llevarán a Sentirte Bien.</span></p>"
Albahaca en polvo,2000,Contenido: 20 gramos,albahaca-en-polvo.jpeg,Deshidratados>Condimentos|Productos Elaborados,,simple,featured,publish,Albahaca secada al sol y finamente molida; gustosa y extremadamente aromatizada.  Experimente un sabor tan único como natural. Una pizquita es más que suficiente para sentir el sabor de lo diferente. Mantener en un envase hermético.
Ajo en polvo,2000,Contenido: 20 gramos,ajo-en-polvo.jpeg,Deshidratados>Condimentos|Productos Elaborados,,simple,featured,unpublish,Ajo secado al sol y finamente molido; gustoso y extremadamente aromatizado.  Experimente un sabor tan único como natural. Una pizquita es más que suficiente para sentir el sabor de lo diferente. Mantener en un envase hermético.
Cocina Natural AMAR,4000,"Erika Macanelli, 2018",cocina-natural-amar.jpeg,Esenciales,,simple,featured,publish,"<p class=""p1""><span class=""s1"">Agradecemos a Erika y su compañera Jimena por el año en que compartimos sus saberes y sabores durante su estadía en Janus. </span><span class=""s1"">Este libro, que ciertamente catalogamos como de ""cocina de autor"", nos propone un equilibrio entre creatividad, alimentación natural y salud. De </span><span class=""s1"">recorrido sencillo, nos deja la panza llena de gusto por enseñarnos que se puede comer bien y divertirse al cocinarlo.</span></p>"
Paico,2000,Contenido: 15 gramos,paico.jpeg,Deshidratados>Infusiones|Productos Elaborados,,simple,featured,draft,
Manzana deshidratada en cubitos,2000,Contenido: 30 gramos,manzana-deshidratada-en-cubitos.jpeg,Deshidratados>Frutas|Productos Elaborados,,simple,featured,draft,Rodajas de Manzanas Red Delicioiu secadas al calor de sol. Experimente un sabor tan único como natural. Mantener en un envase hermético.
Rosa Mosqueta,2000,Contenido: 30 gramos,rosa-mosqueta.jpeg,Deshidratados>Infusiones|Productos Elaborados,,simple,featured,draft,Infusión. Porción: 2 gramos (una cucharadita de café)
Caldo de VERDURAS en Polvo (instantáneo),2000,Contenido: 30 gr,caldo-de-verduras-en-polvo-instantaneo.jpeg,Deshidratados>Verduras,,simple,featured,publish,"Un escalón más en la elaboración de nuestros verduras biodinámicas, deshidratados al calor del sol. Naturales y sanos como ningún otro. Para tomar en taza, saborizar arroz, guisos o salsas. Probalo y comentanos tu experiencia.

Envasamos artesanalmente los excedentes de nuestra producción estacional. Todas los envases de vidrio se estabilizan por pasteurización. Absolutamente natural, sin agregar conservantes ni sustancias estabilizadoras."
Ajenjo,2000,Contenido: 30 gramos,ajenjo.jpeg,Deshidratados>Infusiones|Productos Elaborados,,simple,featured,unpublish,Infusión. Porción: 2 gramos (una cucharadita de café)
Ajenjo dulce,2000,Contenido: 15 gramos,ajenjo-dulce.jpeg,Deshidratados>Infusiones|Productos Elaborados,,simple,featured,publish,Infusión. Porción: 2 gramos (una cucharadita de café)
Ruda,2000,Contenido: 30 gramos,ruda.jpeg,Deshidratados>Infusiones|Productos Elaborados,,simple,featured,unpublish,Infusión. Porción: 2 gramos (una cucharadita de café)
Condimento,2000,Contenido: 30 gramos,condimento.jpeg,Deshidratados>Condimentos|Productos Elaborados,,simple,featured,unpublish,"Armoniosa combinación de hortalizas biodinámicas, a base de Puerro y Pimentón, complementado con Zapallo y fortalecido con Ajo y Ají picante, saboriza guisos, sopas, arróz y cualquier otra preparación familiar."
Ají  Picante,2000,Contenido: 30 gramos,aji-picante.jpeg,Deshidratados>Condimentos|Productos Elaborados,,simple,featured,draft,"Muy gustoso, picantoso, aromatizado y colorido Experimente un sabor tan único como natural. Una pizquita de este Ají en polvo será más que suficiente para sentir el sabor de lo diferente. Mantener en un envase hermético."
Mora blanca,2000,Contenido: 25 gramos,mora-blanca.jpeg,Deshidratados>Infusiones|Productos Elaborados,,simple,featured,draft,Infusión. Porción: 2 gramos (una cucharadita de café)
Eter,2000,Contenido: 25 gramos,eter.jpeg,Deshidratados>Infusiones|Productos Elaborados,,simple,featured,draft,Infusión. Porción: 2 gramos (una cucharadita de café)
Manzanas Red Delicious,1560,Peso neto 10 kg,manzanas-red-delicious.jpeg,Productos Frescos>Frutos y Flores,,simple,featured|outofstock,draft,"Las seleccionamos al momento de recibir tu pedido, retirando las destinadas a vinagre, jugo o conserva y llegan a tu casa junto a nuestra Entrega Semanal. No te las pierdas!!!

No vendemos manzanas por kilo ni entregamos manzanas sin cajón. Necesitamos el retorno de los cajones para dar continuidad a las entregas.

Somos JANUS Proyecto Rural Integrador. Compartimos lo que hacemos, lo hacemos entre todos…"
Dulce de MANZANA en pan,3000,Contenido: ~275 gramos,dulce-de-manzana-en-pan.jpeg,Productos Elaborados>Conservas de Frutas,,simple,featured,draft,"De esto hablamos cuando afirmamos que JANUS Proyecto Rural Integrador te regala una verdadera ""Experiencia Biodinámica"". Frutas biodinámicas cosechadas en su punto óptimo de madurez. En la cocina se acondicionan apropiadamente y se preparan sin secretos. El resultado te sorprenderá. Producto fresco y sano como ningún otro. Probalo y comentanos tu experiencia.

Envasamos artesanalmente los excedentes de nuestra producción estacional. Absolutamente natural, sin agregar conservantes ni sustancias estabilizadoras. Conservar en heladera y consumir en una semana.

Contenido entre 250 y 300 gramos."
Apio,2000,Contenido: 10 gramos,apio.jpeg,Deshidratados>Condimentos|Productos Elaborados,,simple,featured,unpublish,Apio secado al calor de sol y finamente molido. Muy gustoso y extremadamente aromatizado. ¡ ¡Y qué color! Experimente un sabor tan único como natural. Una pizquita es más que suficiente para sentir el sabor de lo diferente. Mantener en un envase hermético.
Consuelda (Uso externo),2000,Contenido: 15 gramos,consuelda-uso-externo.jpeg,Productos Frescos>Hojas Verdes y Tallos,,simple,featured,draft,"La <b>consuelda</b> es una planta verde frondosa originaria de Europa conocida en otros lugares, como una especie introducida y considerada maleza.Cosechada que se ha usado durante siglos como <b>de</b> alimento <b>para</b> animales y medicina <b>para</b> humanos. . Las cremas tópicas <b>de consuelda</b> se han usado <b>para</b> tratar heridas menores, moretones, esguinces, y venas varicosas. Su consumo en forma de tisana no es recomendable,"
Manzanas Red Delicious 2da,1080,"Peso neto 10 kg. Manzanas de segunda categoría, ideal para cocinar.",manzanas-red-delicious-2da.jpeg,Productos Frescos>Frutos y Flores,,simple,featured,draft,"Las seleccionamos al momento de recibir tu pedido. Listas para que las limpies con cuchillo y las cocines al horno, para postres, en budines o tortas.

No vendemos manzanas por kilo ni entregamos manzanas sin cajón. Necesitamos el retorno de los cajones para dar continuidad a las entregas.

Somos JANUS Proyecto Rural Integrador. Compartimos lo que hacemos, lo hacemos entre todos…"
Uvas pasas (grande),6000,Contenido: 500 gramos,uvas-pasas-grande.jpeg,Deshidratados>Frutas|Productos Elaborados,,simple,featured,unpublish,"Uvas enteras (con cabito) secadas al calor de sol. Gustosas y aromatizadas. Experimente un sabor tan único como natural. Mantener en un envase hermético.

Pueden ser comidas crudas o empleadas en platos, pasteles y repostería. Resulta beneficiosa para el cuerpo al ayudar a resolver problemas intestinales como el estreñimiento y ralentiza el envejecimiento prematuro de la piel, al contener antioxidantes."
Girgola deshidratada,2000,Contenido: 20 gramos,girgola-deshidratada.jpeg,Deshidratados>Frutas|Productos Elaborados,,simple,featured,unpublish,Girgolas secadas al calor de sol. Experimente un sabor tan único como natural. Mantener en un envase hermético.
AJO fermentado en MIEL,5000,Contenido: 200 cc,ajo-fermentado-en-miel.jpeg,Productos Elaborados>Conservas de Hortalizas,,simple,featured,unpublish,
Crema Ligera de Rosa Mosqueta,500,Contenido: 60 gramos,crema-ligera-de-rosa-mosqueta.jpeg,Cuerpo y Salud,,simple,featured,publish,"Crema LIGERA , FACIAL, NOCTURNA."
Crema de Tomillo,500,Contenido: 60 gramos,crema-de-tomillo.jpeg,Cuerpo y Salud,,simple,featured,publish,Crema para aplicar localmente.
Soporte para teléfono celular,2000,¡Indispensable!,soporte-para-telefono-celular.jpeg,Esenciales,,simple,featured,publish,"Tenenos en tu escritorio. Te haremos compañía y de solo verlo te sentirás mejor.al asociarlo con nuestro proyecto y tus alimentos. De cuidado diseño y manufactura artesanal en impresoras 3D, hará más confortable tu tarea. Ya nos conocemos, pero con estos ""elefantitos"" te acompañaremos toda la semana y no te vas a olvidar de hacernos tu pedido en el momento adecuado. Un muy buen regalo para quedar bien y ampliar nuestra red..."
MANTECA,1500,Contenido: 180 gr.,manteca.jpeg,Productos Frescos>Lácteos,,simple,featured,draft,
Jabón Blanco,240,Peso 140 gramos,jabon-blanco.jpeg,Cuerpo y Salud,,simple,featured|outofstock,publish,"Base Aceite de Maiz y Aceite de Oliva; limpia, desengrasa, suaviza e hidrata tu piel."
Shampoo sólido,480,Peso 60 gramos,shampoo-solido.jpeg,Cuerpo y Salud,,simple,featured,publish,
Acondicionador sólido,480,Peso 60 gramos,acondicionador-solido.jpeg,Cuerpo y Salud,,simple,featured,publish,
